variety_id,variety_slug,category,usda_zone,indoor_sow_start,indoor_sow_end,outdoor_transplant_start,outdoor_transplant_end,direct_sow_start,direct_sow_end,harvest_start,harvest_end
2055,double-zahara-trade-raspberry-ripple,flower,7,February,March,April,May,April,June,,
2055,double-zahara-trade-raspberry-ripple,flower,8,February,March,April,May,April,June,,
2055,double-zahara-trade-raspberry-ripple,flower,9,January,February,March,April,March,May,,
2055,double-zahara-trade-raspberry-ripple,flower,10,January,January,February,March,February,April,,
2055,double-zahara-trade-raspberry-ripple,flower,11,January,January,January,February,January,March,,
2055,double-zahara-trade-raspberry-ripple,flower,12,January,January,January,February,January,March,,
2055,double-zahara-trade-raspberry-ripple,flower,13,January,January,January,February,January,March,,
2056,bright-rose,flower,1,May,June,July,August,July,September,,
2056,bright-rose,flower,2,April,May,June,July,June,August,,
2056,bright-rose,flower,3,April,May,June,July,June,August,,
2056,bright-rose,flower,4,March,April,June,June,June,July,,
2056,bright-rose,flower,5,March,April,May,June,May,July,,
2056,bright-rose,flower,6,March,April,May,June,May,July,,
2056,bright-rose,flower,7,February,March,April,May,April,June,,
2056,bright-rose,flower,8,February,March,April,May,April,June,,
2056,bright-rose,flower,9,January,February,March,April,March,May,,
2056,bright-rose,flower,10,January,January,February,March,February,April,,
2056,bright-rose,flower,11,January,January,January,February,January,March,,
2056,bright-rose,flower,12,January,January,January,February,January,March,,
2056,bright-rose,flower,13,January,January,January,February,January,March,,
2057,ballerina,flower,1,May,June,July,August,July,September,,
2057,ballerina,flower,2,April,May,June,July,June,August,,
2057,ballerina,flower,3,April,May,June,July,June,August,,
2057,ballerina,flower,4,March,April,June,June,June,July,,
2057,ballerina,flower,5,March,April,May,June,May,July,,
2057,ballerina,flower,6,March,April,May,June,May,July,,
2057,ballerina,flower,7,February,March,April,May,April,June,,
2057,ballerina,flower,8,February,March,April,May,April,June,,
2057,ballerina,flower,9,January,February,March,April,March,May,,
2057,ballerina,flower,10,January,January,February,March,February,April,,
2057,ballerina,flower,11,January,January,January,February,January,March,,
2057,ballerina,flower,12,January,January,January,February,January,March,,
2057,ballerina,flower,13,January,January,January,February,January,March,,
2058,e-tereticornis,shrub,3,,,June,August,,,,
2058,e-tereticornis,shrub,4,,,June,July,,,,
2058,e-tereticornis,shrub,5,,,May,July,,,,
2058,e-tereticornis,shrub,6,,,May,July,,,,
2058,e-tereticornis,shrub,7,,,May,June,,,,
2058,e-tereticornis,shrub,8,,,April,June,,,,
2058,e-tereticornis,shrub,9,,,March,May,,,,
2058,e-tereticornis,shrub,10,,,March,April,,,,
2059,purple-kisses,flower,1,May,June,July,August,July,September,,
2059,purple-kisses,flower,2,April,May,June,July,June,August,,
2059,purple-kisses,flower,3,April,May,June,July,June,August,,
2059,purple-kisses,flower,4,March,April,June,June,June,July,,
2059,purple-kisses,flower,5,March,April,May,June,May,July,,
2059,purple-kisses,flower,6,March,April,May,June,May,July,,
2059,purple-kisses,flower,7,February,March,April,May,April,June,,
2059,purple-kisses,flower,8,February,March,April,May,April,June,,
2059,purple-kisses,flower,9,January,February,March,April,March,May,,
2059,purple-kisses,flower,10,January,January,February,March,February,April,,
2059,purple-kisses,flower,11,January,January,January,February,January,March,,
2059,purple-kisses,flower,12,January,January,January,February,January,March,,
2059,purple-kisses,flower,13,January,January,January,February,January,March,,
2060,attis,brassica,1,April,May,June,July,June,July,September,September
2060,attis,brassica,2,April,May,June,July,May,July,September,September
2060,attis,brassica,3,March,April,May,June,May,June,August,October
2060,attis,brassica,4,March,April,May,June,April,June,August,October
2060,attis,brassica,5,February,March,April,May,April,May,August,November
2060,attis,brassica,6,February,March,April,May,April,May,July,November
2060,attis,brassica,7,February,March,April,May,March,May,July,November
2060,attis,brassica,8,January,February,March,April,March,April,June,December
2060,attis,brassica,9,January,January,February,March,February,March,May,December
2060,attis,brassica,10,January,January,February,March,January,March,May,December
2060,attis,brassica,11,January,January,January,February,January,February,April,December
2060,attis,brassica,12,January,January,January,February,January,February,April,December
2060,attis,brassica,13,January,January,January,February,January,February,April,December
2061,floral-power-plum-antique,flower,1,May,June,July,August,July,September,,
2061,floral-power-plum-antique,flower,2,April,May,June,July,June,August,,
2061,floral-power-plum-antique,flower,3,April,May,June,July,June,August,,
2061,floral-power-plum-antique,flower,4,March,April,June,June,June,July,,
2061,floral-power-plum-antique,flower,5,March,April,May,June,May,July,,
2061,floral-power-plum-antique,flower,6,March,April,May,June,May,July,,
2061,floral-power-plum-antique,flower,7,February,March,April,May,April,June,,
2061,floral-power-plum-antique,flower,8,February,March,April,May,April,June,,
2061,floral-power-plum-antique,flower,9,January,February,March,April,March,May,,
2061,floral-power-plum-antique,flower,10,January,January,February,March,February,April,,
2061,floral-power-plum-antique,flower,11,January,January,January,February,January,March,,
2061,floral-power-plum-antique,flower,12,January,January,January,February,January,March,,
2061,floral-power-plum-antique,flower,13,January,January,January,February,January,March,,
2062,katinka,herb,3,April,May,June,July,,,July,October
2062,katinka,herb,4,March,April,June,July,,,July,October
2062,katinka,herb,5,March,April,May,June,,,June,October
2062,katinka,herb,6,March,April,May,June,,,June,November
2062,katinka,herb,7,February,March,April,June,,,June,November
2062,katinka,herb,8,February,March,April,May,,,May,December
2062,katinka,herb,9,January,February,March,April,,,April,December
2062,katinka,herb,10,January,January,February,April,,,April,December
2062,katinka,herb,11,January,January,January,March,,,March,December
2063,topit,herb,3,April,May,June,July,,,July,October
2063,topit,herb,4,March,April,June,July,,,July,October
2063,topit,herb,5,March,April,May,June,,,June,October
2063,topit,herb,6,March,April,May,June,,,June,November
2063,topit,herb,7,February,March,April,June,,,June,November
2063,topit,herb,8,February,March,April,May,,,May,December
2063,topit,herb,9,January,February,March,April,,,April,December
2063,topit,herb,10,January,January,February,April,,,April,December
2063,topit,herb,11,January,January,January,March,,,March,December
2064,dash,allium,1,,,,,June,July,July,September
2064,dash,allium,2,,,,,May,July,July,September
2064,dash,allium,3,,,,,May,June,June,October
2064,dash,allium,4,,,,,April,June,June,October
2064,dash,allium,5,,,,,April,May,June,November
2064,dash,allium,6,,,,,April,May,May,November
2064,dash,allium,7,,,,,March,May,May,November
2064,dash,allium,8,,,,,March,April,April,December
2064,dash,allium,9,,,,,February,March,March,December
2064,dash,allium,10,,,,,January,March,March,December
2064,dash,allium,11,,,,,January,February,February,December
2064,dash,allium,12,,,,,January,February,February,December
2064,dash,allium,13,,,,,January,February,February,December
2065,stella-rosa,lettuce,1,,,,,June,July,September,September
2065,stella-rosa,lettuce,2,,,,,May,July,September,September
2065,stella-rosa,lettuce,3,,,,,May,June,August,October
2065,stella-rosa,lettuce,4,,,,,April,June,August,October
2065,stella-rosa,lettuce,5,,,,,April,May,August,November
2065,stella-rosa,lettuce,6,,,,,April,May,July,November
2065,stella-rosa,lettuce,7,,,,,March,May,July,November
2065,stella-rosa,lettuce,8,,,,,March,April,June,December
2065,stella-rosa,lettuce,9,,,,,February,March,May,December
2065,stella-rosa,lettuce,10,,,,,January,March,May,December
2065,stella-rosa,lettuce,11,,,,,January,February,April,December
2065,stella-rosa,lettuce,12,,,,,January,February,April,December
2065,stella-rosa,lettuce,13,,,,,January,February,April,December
2066,little-shanghai,lettuce,1,,,,,June,July,July,September
2066,little-shanghai,lettuce,2,,,,,May,July,June,September
2066,little-shanghai,lettuce,3,,,,,May,June,June,October
2066,little-shanghai,lettuce,4,,,,,April,June,June,October
2066,little-shanghai,lettuce,5,,,,,April,May,May,November
2066,little-shanghai,lettuce,6,,,,,April,May,May,November
2066,little-shanghai,lettuce,7,,,,,March,May,April,November
2066,little-shanghai,lettuce,8,,,,,March,April,April,December
2066,little-shanghai,lettuce,9,,,,,February,March,March,December
2066,little-shanghai,lettuce,10,,,,,January,March,February,December
2066,little-shanghai,lettuce,11,,,,,January,February,January,December
2066,little-shanghai,lettuce,12,,,,,January,February,January,December
2066,little-shanghai,lettuce,13,,,,,January,February,January,December
2067,coco-trade-deep-orange,flower,1,May,June,July,August,July,September,,
2067,coco-trade-deep-orange,flower,2,April,May,June,July,June,August,,
2067,coco-trade-deep-orange,flower,3,April,May,June,July,June,August,,
2067,coco-trade-deep-orange,flower,4,March,April,June,June,June,July,,
2067,coco-trade-deep-orange,flower,5,March,April,May,June,May,July,,
2067,coco-trade-deep-orange,flower,6,March,April,May,June,May,July,,
2067,coco-trade-deep-orange,flower,7,February,March,April,May,April,June,,
2067,coco-trade-deep-orange,flower,8,February,March,April,May,April,June,,
2067,coco-trade-deep-orange,flower,9,January,February,March,April,March,May,,
2067,coco-trade-deep-orange,flower,10,January,January,February,March,February,April,,
2067,coco-trade-deep-orange,flower,11,January,January,January,February,January,March,,
2067,coco-trade-deep-orange,flower,12,January,January,January,February,January,March,,
2067,coco-trade-deep-orange,flower,13,January,January,January,February,January,March,,
2068,luna-rossa,lettuce,1,,,,,June,July,October,September
2068,luna-rossa,lettuce,2,,,,,May,July,September,September
2068,luna-rossa,lettuce,3,,,,,May,June,September,October
2068,luna-rossa,lettuce,4,,,,,April,June,August,October
2068,luna-rossa,lettuce,5,,,,,April,May,August,November
2068,luna-rossa,lettuce,6,,,,,April,May,August,November
2068,luna-rossa,lettuce,7,,,,,March,May,July,November
2068,luna-rossa,lettuce,8,,,,,March,April,July,December
2068,luna-rossa,lettuce,9,,,,,February,March,June,December
2068,luna-rossa,lettuce,10,,,,,January,March,May,December
2068,luna-rossa,lettuce,11,,,,,January,February,April,December
2068,luna-rossa,lettuce,12,,,,,January,February,April,December
2068,luna-rossa,lettuce,13,,,,,January,February,April,December
2069,rococo-frilled-mix,flower,1,May,June,July,August,July,September,,
2069,rococo-frilled-mix,flower,2,April,May,June,July,June,August,,
2069,rococo-frilled-mix,flower,3,April,May,June,July,June,August,,
2069,rococo-frilled-mix,flower,4,March,April,June,June,June,July,,
2069,rococo-frilled-mix,flower,5,March,April,May,June,May,July,,
2069,rococo-frilled-mix,flower,6,March,April,May,June,May,July,,
2069,rococo-frilled-mix,flower,7,February,March,April,May,April,June,,
2069,rococo-frilled-mix,flower,8,February,March,April,May,April,June,,
2069,rococo-frilled-mix,flower,9,January,February,March,April,March,May,,
2069,rococo-frilled-mix,flower,10,January,January,February,March,February,April,,
2069,rococo-frilled-mix,flower,11,January,January,January,February,January,March,,
2069,rococo-frilled-mix,flower,12,January,January,January,February,January,March,,
2069,rococo-frilled-mix,flower,13,January,January,January,February,January,March,,
2070,souffle-light-pink,flower,1,May,June,July,August,July,September,,
2070,souffle-light-pink,flower,2,April,May,June,July,June,August,,
2070,souffle-light-pink,flower,3,April,May,June,July,June,August,,
2070,souffle-light-pink,flower,4,March,April,June,June,June,July,,
2070,souffle-light-pink,flower,5,March,April,May,June,May,July,,
2070,souffle-light-pink,flower,6,March,April,May,June,May,July,,
2070,souffle-light-pink,flower,7,February,March,April,May,April,June,,
2070,souffle-light-pink,flower,8,February,March,April,May,April,June,,
2070,souffle-light-pink,flower,9,January,February,March,April,March,May,,
2070,souffle-light-pink,flower,10,January,January,February,March,February,April,,
2070,souffle-light-pink,flower,11,January,January,January,February,January,March,,
2070,souffle-light-pink,flower,12,January,January,January,February,January,March,,
2070,souffle-light-pink,flower,13,January,January,January,February,January,March,,
2071,darjeeling,flower,1,May,June,July,August,July,September,,
2071,darjeeling,flower,2,April,May,June,July,June,August,,
2071,darjeeling,flower,3,April,May,June,July,June,August,,
2071,darjeeling,flower,4,March,April,June,June,June,July,,
2071,darjeeling,flower,5,March,April,May,June,May,July,,
2071,darjeeling,flower,6,March,April,May,June,May,July,,
2071,darjeeling,flower,7,February,March,April,May,April,June,,
2071,darjeeling,flower,8,February,March,April,May,April,June,,
2071,darjeeling,flower,9,January,February,March,April,March,May,,
2071,darjeeling,flower,10,January,January,February,March,February,April,,
2071,darjeeling,flower,11,January,January,January,February,January,March,,
2071,darjeeling,flower,12,January,January,January,February,January,March,,
2071,darjeeling,flower,13,January,January,January,February,January,March,,
2072,sunday-trade-bright-orange,flower,1,May,June,July,August,July,September,,
2072,sunday-trade-bright-orange,flower,2,April,May,June,July,June,August,,
2072,sunday-trade-bright-orange,flower,3,April,May,June,July,June,August,,
2072,sunday-trade-bright-orange,flower,4,March,April,June,June,June,July,,
2072,sunday-trade-bright-orange,flower,5,March,April,May,June,May,July,,
2072,sunday-trade-bright-orange,flower,6,March,April,May,June,May,July,,
2072,sunday-trade-bright-orange,flower,7,February,March,April,May,April,June,,
2072,sunday-trade-bright-orange,flower,8,February,March,April,May,April,June,,
2072,sunday-trade-bright-orange,flower,9,January,February,March,April,March,May,,
2072,sunday-trade-bright-orange,flower,10,January,January,February,March,February,April,,
2072,sunday-trade-bright-orange,flower,11,January,January,January,February,January,March,,
2072,sunday-trade-bright-orange,flower,12,January,January,January,February,January,March,,
2072,sunday-trade-bright-orange,flower,13,January,January,January,February,January,March,,
2073,maryland-flamingo-i-ii,flower,1,May,June,July,August,July,September,,
2073,maryland-flamingo-i-ii,flower,2,April,May,June,July,June,August,,
2073,maryland-flamingo-i-ii,flower,3,April,May,June,July,June,August,,
2073,maryland-flamingo-i-ii,flower,4,March,April,June,June,June,July,,
2073,maryland-flamingo-i-ii,flower,5,March,April,May,June,May,July,,
2073,maryland-flamingo-i-ii,flower,6,March,April,May,June,May,July,,
2073,maryland-flamingo-i-ii,flower,7,February,March,April,May,April,June,,
2073,maryland-flamingo-i-ii,flower,8,February,March,April,May,April,June,,
2073,maryland-flamingo-i-ii,flower,9,January,February,March,April,March,May,,
2073,maryland-flamingo-i-ii,flower,10,January,January,February,March,February,April,,
2073,maryland-flamingo-i-ii,flower,11,January,January,January,February,January,March,,
2073,maryland-flamingo-i-ii,flower,12,January,January,January,February,January,March,,
2073,maryland-flamingo-i-ii,flower,13,January,January,January,February,January,March,,
2074,linen,flower,1,May,June,July,August,July,September,,
2074,linen,flower,2,April,May,June,July,June,August,,
2074,linen,flower,3,April,May,June,July,June,August,,
2074,linen,flower,4,March,April,June,June,June,July,,
2074,linen,flower,5,March,April,May,June,May,July,,
2074,linen,flower,6,March,April,May,June,May,July,,
2074,linen,flower,7,February,March,April,May,April,June,,
2074,linen,flower,8,February,March,April,May,April,June,,
2074,linen,flower,9,January,February,March,April,March,May,,
2074,linen,flower,10,January,January,February,March,February,April,,
2074,linen,flower,11,January,January,January,February,January,March,,
2074,linen,flower,12,January,January,January,February,January,March,,
2074,linen,flower,13,January,January,January,February,January,March,,
2075,cranberry-rose,flower,1,May,June,July,August,July,September,,
2075,cranberry-rose,flower,2,April,May,June,July,June,August,,
2075,cranberry-rose,flower,3,April,May,June,July,June,August,,
2075,cranberry-rose,flower,4,March,April,June,June,June,July,,
2075,cranberry-rose,flower,5,March,April,May,June,May,July,,
2075,cranberry-rose,flower,6,March,April,May,June,May,July,,
2075,cranberry-rose,flower,7,February,March,April,May,April,June,,
2075,cranberry-rose,flower,8,February,March,April,May,April,June,,
2075,cranberry-rose,flower,9,January,February,March,April,March,May,,
2075,cranberry-rose,flower,10,January,January,February,March,February,April,,
2075,cranberry-rose,flower,11,January,January,January,February,January,March,,
2075,cranberry-rose,flower,12,January,January,January,February,January,March,,
2075,cranberry-rose,flower,13,January,January,January,February,January,March,,
2076,avignon-ivory-ii,flower,1,May,June,July,August,July,September,,
2076,avignon-ivory-ii,flower,2,April,May,June,July,June,August,,
2076,avignon-ivory-ii,flower,3,April,May,June,July,June,August,,
2076,avignon-ivory-ii,flower,4,March,April,June,June,June,July,,
2076,avignon-ivory-ii,flower,5,March,April,May,June,May,July,,
2076,avignon-ivory-ii,flower,6,March,April,May,June,May,July,,
2076,avignon-ivory-ii,flower,7,February,March,April,May,April,June,,
2076,avignon-ivory-ii,flower,8,February,March,April,May,April,June,,
2076,avignon-ivory-ii,flower,9,January,February,March,April,March,May,,
2076,avignon-ivory-ii,flower,10,January,January,February,March,February,April,,
2076,avignon-ivory-ii,flower,11,January,January,January,February,January,March,,
2076,avignon-ivory-ii,flower,12,January,January,January,February,January,March,,
2076,avignon-ivory-ii,flower,13,January,January,January,February,January,March,,
2077,avignon-deep-orange-ii,flower,1,May,June,July,August,July,September,,
2077,avignon-deep-orange-ii,flower,2,April,May,June,July,June,August,,
2077,avignon-deep-orange-ii,flower,3,April,May,June,July,June,August,,
2077,avignon-deep-orange-ii,flower,4,March,April,June,June,June,July,,
2077,avignon-deep-orange-ii,flower,5,March,April,May,June,May,July,,
2077,avignon-deep-orange-ii,flower,6,March,April,May,June,May,July,,
2077,avignon-deep-orange-ii,flower,7,February,March,April,May,April,June,,
2077,avignon-deep-orange-ii,flower,8,February,March,April,May,April,June,,
2077,avignon-deep-orange-ii,flower,9,January,February,March,April,March,May,,
2077,avignon-deep-orange-ii,flower,10,January,January,February,March,February,April,,
2077,avignon-deep-orange-ii,flower,11,January,January,January,February,January,March,,
2077,avignon-deep-orange-ii,flower,12,January,January,January,February,January,March,,
2077,avignon-deep-orange-ii,flower,13,January,January,January,February,January,March,,
2078,shikibu,lettuce,1,,,,,June,July,July,September
2078,shikibu,lettuce,2,,,,,May,July,July,September
2078,shikibu,lettuce,3,,,,,May,June,June,October
2078,shikibu,lettuce,4,,,,,April,June,June,October
2078,shikibu,lettuce,5,,,,,April,May,May,November
2078,shikibu,lettuce,6,,,,,April,May,May,November
2078,shikibu,lettuce,7,,,,,March,May,May,November
2078,shikibu,lettuce,8,,,,,March,April,April,December
2078,shikibu,lettuce,9,,,,,February,March,March,December
2078,shikibu,lettuce,10,,,,,January,March,March,December
2078,shikibu,lettuce,11,,,,,January,February,February,December
2078,shikibu,lettuce,12,,,,,January,February,February,December
2078,shikibu,lettuce,13,,,,,January,February,February,December
2079,cannes-orange-ii-iii,flower,1,May,June,July,August,July,September,,
2079,cannes-orange-ii-iii,flower,2,April,May,June,July,June,August,,
2079,cannes-orange-ii-iii,flower,3,April,May,June,July,June,August,,
2079,cannes-orange-ii-iii,flower,4,March,April,June,June,June,July,,
2079,cannes-orange-ii-iii,flower,5,March,April,May,June,May,July,,
2079,cannes-orange-ii-iii,flower,6,March,April,May,June,May,July,,
2079,cannes-orange-ii-iii,flower,7,February,March,April,May,April,June,,
2079,cannes-orange-ii-iii,flower,8,February,March,April,May,April,June,,
2079,cannes-orange-ii-iii,flower,9,January,February,March,April,March,May,,
2079,cannes-orange-ii-iii,flower,10,January,January,February,March,February,April,,
2079,cannes-orange-ii-iii,flower,11,January,January,January,February,January,March,,
2079,cannes-orange-ii-iii,flower,12,January,January,January,February,January,March,,
2079,cannes-orange-ii-iii,flower,13,January,January,January,February,January,March,,
2080,cannes-rose-ii-iii,flower,1,May,June,July,August,July,September,,
2080,cannes-rose-ii-iii,flower,2,April,May,June,July,June,August,,
2080,cannes-rose-ii-iii,flower,3,April,May,June,July,June,August,,
2080,cannes-rose-ii-iii,flower,4,March,April,June,June,June,July,,
2080,cannes-rose-ii-iii,flower,5,March,April,May,June,May,July,,
2080,cannes-rose-ii-iii,flower,6,March,April,May,June,May,July,,
2080,cannes-rose-ii-iii,flower,7,February,March,April,May,April,June,,
2080,cannes-rose-ii-iii,flower,8,February,March,April,May,April,June,,
2080,cannes-rose-ii-iii,flower,9,January,February,March,April,March,May,,
2080,cannes-rose-ii-iii,flower,10,January,January,February,March,February,April,,
2080,cannes-rose-ii-iii,flower,11,January,January,January,February,January,March,,
2080,cannes-rose-ii-iii,flower,12,January,January,January,February,January,March,,
2080,cannes-rose-ii-iii,flower,13,January,January,January,February,January,March,,
2081,cannes-red-ii-iii,flower,1,May,June,July,August,July,September,,
2081,cannes-red-ii-iii,flower,2,April,May,June,July,June,August,,
2081,cannes-red-ii-iii,flower,3,April,May,June,July,June,August,,
2081,cannes-red-ii-iii,flower,4,March,April,June,June,June,July,,
2081,cannes-red-ii-iii,flower,5,March,April,May,June,May,July,,
2081,cannes-red-ii-iii,flower,6,March,April,May,June,May,July,,
2081,cannes-red-ii-iii,flower,7,February,March,April,May,April,June,,
2081,cannes-red-ii-iii,flower,8,February,March,April,May,April,June,,
2081,cannes-red-ii-iii,flower,9,January,February,March,April,March,May,,
2081,cannes-red-ii-iii,flower,10,January,January,February,March,February,April,,
2081,cannes-red-ii-iii,flower,11,January,January,January,February,January,March,,
2081,cannes-red-ii-iii,flower,12,January,January,January,February,January,March,,
2081,cannes-red-ii-iii,flower,13,January,January,January,February,January,March,,
2082,cannes-pink-ii-iii,flower,1,May,June,July,August,July,September,,
2082,cannes-pink-ii-iii,flower,2,April,May,June,July,June,August,,
2082,cannes-pink-ii-iii,flower,3,April,May,June,July,June,August,,
2082,cannes-pink-ii-iii,flower,4,March,April,June,June,June,July,,
2082,cannes-pink-ii-iii,flower,5,March,April,May,June,May,July,,
2082,cannes-pink-ii-iii,flower,6,March,April,May,June,May,July,,
2082,cannes-pink-ii-iii,flower,7,February,March,April,May,April,June,,
2082,cannes-pink-ii-iii,flower,8,February,March,April,May,April,June,,
2082,cannes-pink-ii-iii,flower,9,January,February,March,April,March,May,,
2082,cannes-pink-ii-iii,flower,10,January,January,February,March,February,April,,
2082,cannes-pink-ii-iii,flower,11,January,January,January,February,January,March,,
2082,cannes-pink-ii-iii,flower,12,January,January,January,February,January,March,,
2082,cannes-pink-ii-iii,flower,13,January,January,January,February,January,March,,
2083,orleans-red-iii-iv,flower,1,May,June,July,August,July,September,,
2083,orleans-red-iii-iv,flower,2,April,May,June,July,June,August,,
2083,orleans-red-iii-iv,flower,3,April,May,June,July,June,August,,
2083,orleans-red-iii-iv,flower,4,March,April,June,June,June,July,,
2083,orleans-red-iii-iv,flower,5,March,April,May,June,May,July,,
2083,orleans-red-iii-iv,flower,6,March,April,May,June,May,July,,
2083,orleans-red-iii-iv,flower,7,February,March,April,May,April,June,,
2083,orleans-red-iii-iv,flower,8,February,March,April,May,April,June,,
2083,orleans-red-iii-iv,flower,9,January,February,March,April,March,May,,
2083,orleans-red-iii-iv,flower,10,January,January,February,March,February,April,,
2083,orleans-red-iii-iv,flower,11,January,January,January,February,January,March,,
2083,orleans-red-iii-iv,flower,12,January,January,January,February,January,March,,
2083,orleans-red-iii-iv,flower,13,January,January,January,February,January,March,,
2084,cannes-mix-ii-iii,flower,1,May,June,July,August,July,September,,
2084,cannes-mix-ii-iii,flower,2,April,May,June,July,June,August,,
2084,cannes-mix-ii-iii,flower,3,April,May,June,July,June,August,,
2084,cannes-mix-ii-iii,flower,4,March,April,June,June,June,July,,
2084,cannes-mix-ii-iii,flower,5,March,April,May,June,May,July,,
2084,cannes-mix-ii-iii,flower,6,March,April,May,June,May,July,,
2084,cannes-mix-ii-iii,flower,7,February,March,April,May,April,June,,
2084,cannes-mix-ii-iii,flower,8,February,March,April,May,April,June,,
2084,cannes-mix-ii-iii,flower,9,January,February,March,April,March,May,,
2084,cannes-mix-ii-iii,flower,10,January,January,February,March,February,April,,
2084,cannes-mix-ii-iii,flower,11,January,January,January,February,January,March,,
2084,cannes-mix-ii-iii,flower,12,January,January,January,February,January,March,,
2084,cannes-mix-ii-iii,flower,13,January,January,January,February,January,March,,
2085,scallion-evergreen-hardy-white,microgreen,1,January,December,,,,,January,December
2085,scallion-evergreen-hardy-white,microgreen,2,January,December,,,,,January,December
2085,scallion-evergreen-hardy-white,microgreen,3,January,December,,,,,January,December
2085,scallion-evergreen-hardy-white,microgreen,4,January,December,,,,,January,December
2085,scallion-evergreen-hardy-white,microgreen,5,January,December,,,,,January,December
2085,scallion-evergreen-hardy-white,microgreen,6,January,December,,,,,January,December
2085,scallion-evergreen-hardy-white,microgreen,7,January,December,,,,,January,December
2085,scallion-evergreen-hardy-white,microgreen,8,January,December,,,,,January,December
2085,scallion-evergreen-hardy-white,microgreen,9,January,December,,,,,January,December
2085,scallion-evergreen-hardy-white,microgreen,10,January,December,,,,,January,December
2085,scallion-evergreen-hardy-white,microgreen,11,January,December,,,,,January,December
2085,scallion-evergreen-hardy-white,microgreen,12,January,December,,,,,January,December
2085,scallion-evergreen-hardy-white,microgreen,13,January,December,,,,,January,December
2086,stox-reg-yellow,flower,1,May,June,July,August,July,September,,
2086,stox-reg-yellow,flower,2,April,May,June,July,June,August,,
2086,stox-reg-yellow,flower,3,April,May,June,July,June,August,,
2086,stox-reg-yellow,flower,4,March,April,June,June,June,July,,
2086,stox-reg-yellow,flower,5,March,April,May,June,May,July,,
2086,stox-reg-yellow,flower,6,March,April,May,June,May,July,,
2086,stox-reg-yellow,flower,7,February,March,April,May,April,June,,
2086,stox-reg-yellow,flower,8,February,March,April,May,April,June,,
2086,stox-reg-yellow,flower,9,January,February,March,April,March,May,,
2086,stox-reg-yellow,flower,10,January,January,February,March,February,April,,
2086,stox-reg-yellow,flower,11,January,January,January,February,January,March,,
2086,stox-reg-yellow,flower,12,January,January,January,February,January,March,,
2086,stox-reg-yellow,flower,13,January,January,January,February,January,March,,
2087,stox-reg-silver,flower,1,May,June,July,August,July,September,,
2087,stox-reg-silver,flower,2,April,May,June,July,June,August,,
2087,stox-reg-silver,flower,3,April,May,June,July,June,August,,
2087,stox-reg-silver,flower,4,March,April,June,June,June,July,,
2087,stox-reg-silver,flower,5,March,April,May,June,May,July,,
2087,stox-reg-silver,flower,6,March,April,May,June,May,July,,
2087,stox-reg-silver,flower,7,February,March,April,May,April,June,,
2087,stox-reg-silver,flower,8,February,March,April,May,April,June,,
2087,stox-reg-silver,flower,9,January,February,March,April,March,May,,
2087,stox-reg-silver,flower,10,January,January,February,March,February,April,,
2087,stox-reg-silver,flower,11,January,January,January,February,January,March,,
2087,stox-reg-silver,flower,12,January,January,January,February,January,March,,
2087,stox-reg-silver,flower,13,January,January,January,February,January,March,,
2088,stox-reg-deep-rose,flower,1,May,June,July,August,July,September,,
2088,stox-reg-deep-rose,flower,2,April,May,June,July,June,August,,
2088,stox-reg-deep-rose,flower,3,April,May,June,July,June,August,,
2088,stox-reg-deep-rose,flower,4,March,April,June,June,June,July,,
2088,stox-reg-deep-rose,flower,5,March,April,May,June,May,July,,
2088,stox-reg-deep-rose,flower,6,March,April,May,June,May,July,,
2088,stox-reg-deep-rose,flower,7,February,March,April,May,April,June,,
2088,stox-reg-deep-rose,flower,8,February,March,April,May,April,June,,
2088,stox-reg-deep-rose,flower,9,January,February,March,April,March,May,,
2088,stox-reg-deep-rose,flower,10,January,January,February,March,February,April,,
2088,stox-reg-deep-rose,flower,11,January,January,January,February,January,March,,
2088,stox-reg-deep-rose,flower,12,January,January,January,February,January,March,,
2088,stox-reg-deep-rose,flower,13,January,January,January,February,January,March,,
2089,stox-reg-white,flower,1,May,June,July,August,July,September,,
2089,stox-reg-white,flower,2,April,May,June,July,June,August,,
2089,stox-reg-white,flower,3,April,May,June,July,June,August,,
2089,stox-reg-white,flower,4,March,April,June,June,June,July,,
2089,stox-reg-white,flower,5,March,April,May,June,May,July,,
2089,stox-reg-white,flower,6,March,April,May,June,May,July,,
2089,stox-reg-white,flower,7,February,March,April,May,April,June,,
2089,stox-reg-white,flower,8,February,March,April,May,April,June,,
2089,stox-reg-white,flower,9,January,February,March,April,March,May,,
2089,stox-reg-white,flower,10,January,January,February,March,February,April,,
2089,stox-reg-white,flower,11,January,January,January,February,January,March,,
2089,stox-reg-white,flower,12,January,January,January,February,January,March,,
2089,stox-reg-white,flower,13,January,January,January,February,January,March,,
2090,sorbet-reg-xp-deep-orange,flower,1,May,June,July,August,July,September,,
2090,sorbet-reg-xp-deep-orange,flower,2,April,May,June,July,June,August,,
2090,sorbet-reg-xp-deep-orange,flower,3,April,May,June,July,June,August,,
2090,sorbet-reg-xp-deep-orange,flower,4,March,April,June,June,June,July,,
2090,sorbet-reg-xp-deep-orange,flower,5,March,April,May,June,May,July,,
2090,sorbet-reg-xp-deep-orange,flower,6,March,April,May,June,May,July,,
2090,sorbet-reg-xp-deep-orange,flower,7,February,March,April,May,April,June,,
